exit_id,brightness,entropy,contrast,homogeneity
0,0.45828176,5.043567045872953,4.783792440743113,0.607540897224659
0,0.6830965,4.847201478605394,13.479139974375398,0.5989630714761665
0,0.4637936,5.256343723998335,17.145359545163352,0.4010117169140027
0,0.36067557,4.638209217279448,3.6296044202434343,0.5823090878942435
0,0.30889094,4.655286486758496,6.324651665598974,0.42830656649698656
0,0.43937987,4.915248610307538,6.6010770339525955,0.41965804139610885
0,0.53972906,4.415027544965903,2.98748798846893,0.688293048233841
0,0.5204185,4.843311383826318,10.017076393337602,0.4019043453344783
0,0.5475172,4.369795721132183,0.7863749199231262,0.8554606532091036
0,0.621819,5.166104263095269,18.46116271620756,0.5569181429428838
0,0.53158486,4.686632841413267,8.989610025624598,0.5917850923512613
0,0.5657268,5.361630098298431,35.46392536835362,0.3701210534032869
0,0.5471137,4.511894389597625,4.896000160153746,0.5413309458725312
0,0.4688474,5.1043132821253945,13.320627802690584,0.4672853582860909
0,0.53112745,5.1528173204932015,13.04656470211403,0.4657741221635535
0,0.52720624,4.62938275131582,6.64229660474055,0.6548189019974963
0,0.44023505,5.12616215704914,11.974135169762974,0.42750512586773215
0,0.47451922,4.96640437240921,5.740811178731582,0.5804844387900194
0,0.42610425,4.653227401696869,3.845411595131327,0.5382482085722725
0,0.38607916,5.0739999718497995,5.57983664317745,0.5520494596229979
0,0.68336725,5.04167689424179,26.087363869314544,0.46554841007550174
0,0.65478295,5.124341791178857,7.862748238308777,0.6524750007502541
0,0.42810223,5.312061776890337,10.063020499679691,0.5645307288258192
0,0.6177842,4.524033826589707,1.749959961563101,0.7985026398571551
0,0.4435083,4.659762155885993,4.438060538116592,0.6184050192164036
0,0.51860064,4.403969822982937,3.968830076873798,0.7290087710158503
0,0.49284053,4.747747395297015,1.7326833760409992,0.7910504122345259
0,0.55484855,5.256658832549334,8.759969570787954,0.5475398652722159
0,0.47256765,4.786905044677353,4.962984465086483,0.6041304590493833
0,0.5216322,5.194827195607212,11.990590967328636,0.40260566286622945
0,0.50679326,5.13920993924291,10.984304932735425,0.43469454702323534
0,0.5600527,4.74892620182067,8.527366271620755,0.6978899890041246
0,0.32949066,5.240876226338889,20.92524823830878,0.3761965543986378
0,0.63395697,5.171428768645903,2.3474135169762973,0.6873912946129686
0,0.5566628,4.9454017244635615,7.448310377962844,0.6514680276571011
0,0.41217452,5.030701995250087,7.52015935297886,0.4994555819736254
0,0.5422373,4.818428029802971,6.814061499039076,0.6160237670266255
0,0.5518915,5.046675860775373,4.745235426008969,0.5110611429157793
0,0.30955356,4.6357584788631785,6.400024023062138,0.5655279587548663
0,0.47438914,4.638296594287002,4.126621556694427,0.5111103169490422
0,0.355803,5.104015052405793,11.542520819987187,0.4439312470819815
0,0.6482214,4.8425858190574855,7.012391896220372,0.5923443115258502
0,0.691938,4.6281863306848665,11.631366111467008,0.6754856606946251
0,0.33747923,5.031397909499746,13.332819506726455,0.45610304731669
0,0.38178074,4.863715629911334,12.227498398462524,0.400686611768104
0,0.5505324,5.347214530776248,24.093429692504806,0.40490955101420645
0,0.60392684,4.576327862025501,3.0488068545803975,0.7328121594943705
0,0.3289038,5.151916889705264,13.621897021140297,0.4199596926920695
0,0.42304143,4.386021839960917,6.428090967328637,0.5449398409750159
0,0.45452166,5.199227648607776,9.530469250480461,0.503658965180962
0,0.49597037,5.141068435586654,7.53599455477258,0.6261753138889044
0,0.38543788,5.018115455700517,9.176289237668163,0.5759202077014711
0,0.4516451,5.327270124294335,11.772401505445226,0.4596693911270488
0,0.4908759,5.202384662585812,9.706137892376681,0.5995622132033309
0,0.43735948,5.069826541898246,3.9098934977578477,0.6553976225783473
0,0.55307037,5.208246682557322,8.223454516335684,0.5149578157963522
0,0.670559,4.598179584381541,22.714806213965407,0.6478045940211914
0,0.5200095,5.249715843533483,10.248798846893017,0.5235333159008608
0,0.5252842,5.059051067437167,2.357803491351697,0.7199586266587891
0,0.49604708,4.505465095226986,2.8257727418321594,0.5359330451822223
0,0.64419687,4.3767182809152825,12.574151185137735,0.7110283002967084
0,0.60481286,5.168456033245817,10.332939622037156,0.4223363550697728
0,0.31506267,4.189267546395612,0.9884889493914158,0.7958074730641156
0,0.5480052,4.944854249200718,3.1431974695707883,0.7500031474166543
0,0.49811342,5.1240316241812085,16.61392937219731,0.44323139184375177
0,0.56105685,5.0637158079870455,13.978599455477259,0.5907133238174461
0,0.6760621,4.891317205471147,3.3872117232543237,0.6619826138076454
0,0.40633243,4.758539298073027,8.196068225496477,0.5599986975281086
0,0.3823451,5.124244028820538,5.881145900064062,0.5779203524084603
0,0.51731443,5.050070883007488,13.422345451633568,0.5904116124817149
0,0.53888524,5.388914820979536,33.93549807815503,0.32684771319882217
0,0.60438365,5.330882059816141,7.9246676809737355,0.5374813421712789
0,0.6004426,5.214933728360008,15.301028987828314,0.6003511310123195
0,0.57861525,5.093107919580966,19.085081678411274,0.5114751883442156
0,0.50419253,4.777796621888136,7.020799967969251,0.44358277026047505
0,0.6542222,4.511891675322176,7.560237828315183,0.7225582474828822
